No,Platform,Phase/Delay,Indikator,Step Order,Task ID (Airflow),Tipe Step,Script/File,Config (.cfg),Parameter SP,SSH Host,Dependency,Status Convert,Tested/Untested,PIC,Catatan,DAG ID,Task Group,Source System,Target Layer,Tool Target GCP,Schedule/Cadence,Bukti Referensi,Priority,Due Date
447,Cloudera,,Dragon Monitoringkuitansi All,4,check_spkdetails,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L2 → As-Is Cloud Composer,dragon_monitoringkuitansi_all,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
448,Cloudera,,Dragon Monitoringkuitansi All,5,check_incomingheader,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L2 → As-Is Cloud Composer,dragon_monitoringkuitansi_all,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
449,Cloudera,,Dragon Monitoringkuitansi All,6,check_incomingdetail,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L2 → As-Is Cloud Composer,dragon_monitoringkuitansi_all,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
450,Cloudera,,Dragon Monitoringkuitansi All,7,check_outgoingheader,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L2 → As-Is Cloud Composer,dragon_monitoringkuitansi_all,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
451,Cloudera,,Dragon Monitoringkuitansi All,8,monitoringkuitansiall,Transform DBT,-,-,-,-,-,Done,Untested,NIO,dbt run -s <model> -t prod,dragon_monitoringkuitansi_all,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 00 21,,P3,
452,Cloudera,,Dragon Monitoringkuitansi All,9,finish,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_monitoringkuitansi_all,,Cloudera,L3,SKIP (Orchestration),Daily 00 21,,P3,
,,,PIPELINE | dragon_motorkux | —,,,,,,,,,Pending,,,DAG + 9 PySpark scripts converted. 8/9 tasks Done. 1 task Synapse menunggu keputusan arsitektur.,dragon_motorkux,,Cloudera,L3,,—,,P2,2026-04-26
453,Cloudera,,Dragon Motorkux,1,start,-,-,-,-,-,-,SKIP,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
454,Cloudera,,Dragon Motorkux,2,[12x ExternalTaskSensor motorkux L1],-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
455,Cloudera,,Dragon Motorkux,3,customerprofileservice_synapse,-,-,-,-,-,-,Belum Convert,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
456,Cloudera,,Dragon Motorkux,4,cdbxmotorkux,-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
457,Cloudera,,Dragon Motorkux,5,motorkuxsummary,-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
458,Cloudera,,Dragon Motorkux,6,motorkuxfunnelworkshop,-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
459,Cloudera,,Dragon Motorkux,7,motorkuxkpbperformance,-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
460,Cloudera,,Dragon Motorkux,8,motorkuxregistereduser,-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
461,Cloudera,,Dragon Motorkux,9,motorkuxleadsh1,-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
462,Cloudera,,Dragon Motorkux,10,motorkuxleadsh2,-,-,-,-,-,-,Done,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
463,Cloudera,,Dragon Motorkux,11,finish,-,-,-,-,-,-,SKIP,Untested,NIO,,dragon_motorkux,,Cloudera,L3,-,—,,P2,
,,,PIPELINE | dragon_niguri_partstock | Daily 00 21,,,,,,,,,Ready,,,DAG converted. 6 PySpark scripts converted from TFS vctd-daas (L3/Niguri_Part/). Ready to deploy.,dragon_niguri_partstock,,Cloudera,L3,,Daily 00 21,,P3,2026-04-22
464,Cloudera,,Dragon Niguri Partstock,1,start,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_niguri_partstock,,Cloudera,L3,SKIP (Orchestration),Daily 00 21,,P3,
465,Cloudera,,Dragon Niguri Partstock,2,check_grheaders,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L2 → As-Is Cloud Composer,dragon_niguri_partstock,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
466,Cloudera,,Dragon Niguri Partstock,3,check_grdetails,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L2 → As-Is Cloud Composer,dragon_niguri_partstock,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
467,Cloudera,,Dragon Niguri Partstock,4,check_stockpart,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L2 → As-Is Cloud Composer,dragon_niguri_partstock,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
468,Cloudera,,Dragon Niguri Partstock,5,check_masterdealer,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Sensor dari dragon_L3 → As-Is Cloud Composer,dragon_niguri_partstock,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21,,P3,
469,Cloudera,,Dragon Niguri Partstock,6,salesinstar,Transform DBT,-,-,-,-,-,Done,Untested,NIO,dbt run -s <model> -t prod,dragon_niguri_partstock,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 00 21,,P3,
470,Cloudera,,Dragon Niguri Partstock,7,stocklevel,Transform DBT,-,-,-,-,-,Done,Untested,NIO,dbt run -s <model> -t prod,dragon_niguri_partstock,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 00 21,,P3,
471,Cloudera,,Dragon Niguri Partstock,8,finish,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_niguri_partstock,,Cloudera,L3,SKIP (Orchestration),Daily 00 21,,P3,
,,,PIPELINE | dragon_nms_handleleasing | Daily 00 21,,,,,,,,,Ready,,,DAG converted with dbt tasks. Ready to deploy.,dragon_nms_handleleasing,,Cloudera,L3,,Daily 00 21,,P2,2026-04-20
472,Cloudera,,Dragon Nms Handleleasing,1,start,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_nms_handleleasing,,Cloudera,L3,SKIP (Orchestration),Daily 00 21,,P2,
473,Cloudera,,Dragon Nms Handleleasing,2,nms_handleleasing,Transform DBT,-,-,-,-,-,Done,Untested,NIO,dbt run -s <model> -t prod,dragon_nms_handleleasing,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 00 21,,P2,
474,Cloudera,,Dragon Nms Handleleasing,3,finish,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_nms_handleleasing,,Cloudera,L3,SKIP (Orchestration),Daily 00 21,,P2,
,,,PIPELINE | dragon_partsharecontribution | Daily 00 21 * * *,,,,,,,,,Ready,,,DAG + SQL converted. masterhet.sql + masterhet_latest.sql ditemukan di TFS vctd-daas dan diconvert ke PySpark. Ready to deploy.,dragon_partsharecontribution,,Cloudera,L3,,Daily 00 21 * * *,,P1,2026-04-22
475,Cloudera,,Dragon Partsharecontribution,1,start,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_partsharecontribution,,Cloudera,L3,SKIP (Orchestration),Daily 00 21 * * *,,P1,
476,Cloudera,,Dragon Partsharecontribution,2,check_sap_zmb51,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Composer sensor → As-Is,dragon_partsharecontribution,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21 * * *,,P1,
477,Cloudera,,Dragon Partsharecontribution,3,check_sap_zpygsdq00010,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Composer sensor → As-Is,dragon_partsharecontribution,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21 * * *,,P1,
478,Cloudera,,Dragon Partsharecontribution,4,check_masterdealer,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Composer sensor → As-Is,dragon_partsharecontribution,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21 * * *,,P1,
479,Cloudera,,Dragon Partsharecontribution,5,check_mastermaterial,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Composer sensor → As-Is,dragon_partsharecontribution,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21 * * *,,P1,
480,Cloudera,,Dragon Partsharecontribution,6,masterhet,Transform DBT,-,-,-,-,-,Done,Untested,NIO,dbt run -s <model> -t prod,dragon_partsharecontribution,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 00 21 * * *,,P1,
481,Cloudera,,Dragon Partsharecontribution,7,masterhet_latest,Transform DBT,-,-,-,-,-,Done,Untested,NIO,dbt run -s <model> -t prod,dragon_partsharecontribution,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 00 21 * * *,,P1,
482,Cloudera,,Dragon Partsharecontribution,8,partsharecontribution,Transform DBT,-,-,-,-,-,Done,Tested,NIO,dbt run -s <model> -t prod,dragon_partsharecontribution,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 00 21 * * *,,P1,
483,Cloudera,,Dragon Partsharecontribution,9,finish,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_partsharecontribution,,Cloudera,L3,SKIP (Orchestration),Daily 00 21 * * *,,P1,
,,,PIPELINE | dragon_report_bd | -,,,,,,,,,Ready,,,DAG converted with 11 external sensors + 3 dbt tasks. Ready to deploy.,dragon_report_bd,,Cloudera,L3,,-,,P2,2026-04-20
484,Cloudera,,Dragon Report Bd,1,check_dragon_L2_bd_h1,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
485,Cloudera,,Dragon Report Bd,2,check_dragon_L2_bd_h23,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
486,Cloudera,,Dragon Report Bd,3,check_dragon_L2_bd_metric_aj,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
487,Cloudera,,Dragon Report Bd,4,check_dragon_L2_bd_metric_kq,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
488,Cloudera,,Dragon Report Bd,5,check_dragon_L2_bd_metric_ry,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
489,Cloudera,,Dragon Report Bd,6,check_dragon_L2_bd_metric_z_ad,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
490,Cloudera,,Dragon Report Bd,7,check_dragon_L2_bd_partsales,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
491,Cloudera,,Dragon Report Bd,8,check_dragon_L2_bd_pc,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
492,Cloudera,,Dragon Report Bd,9,check_dragon_L2_bd_pkb,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
493,Cloudera,,Dragon Report Bd,10,check_dragon_L2_bd_po_h23,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
494,Cloudera,,Dragon Report Bd,11,check_dragon_L2_bd_po_suggestion,-,-,-,-,-,-,Done,Untested,NIO,ExternalTaskSensor on dragon_L2 BD tasks.,dragon_report_bd,,Cloudera,L3,Airflow (ExternalTaskSensor),-,,P2,
495,Cloudera,,Dragon Report Bd,12,report_bd.bd_h1,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
496,Cloudera,,Dragon Report Bd,13,report_bd.bd_h23,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
497,Cloudera,,Dragon Report Bd,14,report_bd.bd_metric_aj,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
498,Cloudera,,Dragon Report Bd,15,report_bd.bd_metric_kq,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
499,Cloudera,,Dragon Report Bd,16,report_bd.bd_metric_ry,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
500,Cloudera,,Dragon Report Bd,17,report_bd.bd_metric_z_ad,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
501,Cloudera,,Dragon Report Bd,18,report_bd.bd_partsales,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
502,Cloudera,,Dragon Report Bd,19,report_bd.bd_pc,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
503,Cloudera,,Dragon Report Bd,20,report_bd.bd_pkb,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
504,Cloudera,,Dragon Report Bd,21,report_bd.bd_po_h23,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
505,Cloudera,,Dragon Report Bd,22,report_bd.bd_po_suggestion,-,-,-,-,-,-,Done,Untested,NIO,dbt task — DAG converted and ready to deploy.,dragon_report_bd,,Cloudera,L3,Dataproc (dbt),-,,P2,
,,,PIPELINE | dragon_trigger_pbi_refresh | Daily 00 21 * * *,,,,,,,,,Pending,,,Cloud Run Job pbi_refresh.py converted (with status polling). Config template in pipeline_18_trigger_pbi_refresh/cloudrun/. DAG task activation pending workspace/dataset ID mapping for DRA_PBI_2025_00001..00018.,dragon_trigger_pbi_refresh,,Cloudera,L3,,Daily 00 21 * * *,,P5,2026-04-25
506,Cloudera,,Dragon Trigger Pbi Refresh,1,start,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_trigger_pbi_refresh,,Cloudera,L3,SKIP (Orchestration),Daily 00 21 * * *,,P5,
507,Cloudera,,Dragon Trigger Pbi Refresh,2,[Multiple ExternalTaskSensors],Sensor/External,-,-,-,-,-,Done,Untested,NIO,"Multi-sensor orchestrator → As-Is Cloud Composer, menunggu semua downstream pipeline selesai",dragon_trigger_pbi_refresh,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 00 21 * * *,,P5,
508,Cloudera,,Dragon Trigger Pbi Refresh,3,[Multiple PBI trigger tasks],Refresh Dataset,-,-,-,-,-,Done,Untested,NIO,Python PBI trigger per dataset (DRA_PBI_2025_00001 s/d ~00010) → Cloud Run Job,dragon_trigger_pbi_refresh,,Cloudera,L3,Cloud Run Job,Daily 00 21 * * *,,P5,
509,Cloudera,,Dragon Trigger Pbi Refresh,4,finish,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_trigger_pbi_refresh,,Cloudera,L3,SKIP (Orchestration),Daily 00 21 * * *,,P5,
,,,PIPELINE | dragon_ustk2 | Daily 30 0 * * *,,,,,,,,,Ready,,,DAG converted. 4 PySpark scripts converted from TFS vctd-daas (L3/ZPYGDO00004_USTK2/). Ready to deploy.,dragon_ustk2,,Cloudera,L3,,Daily 30 0 * * *,,P1,2026-04-22
510,Cloudera,,Dragon Ustk2,1,start,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_ustk2,,Cloudera,L3,SKIP (Orchestration),Daily 30 0 * * *,,P1,
511,Cloudera,,Dragon Ustk2,2,check_spkheaders,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Composer sensor → As-Is,dragon_ustk2,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 30 0 * * *,,P1,
512,Cloudera,,Dragon Ustk2,3,check_spkdetails,Sensor/External,-,-,-,-,-,Done,Untested,NIO,Composer sensor → As-Is,dragon_ustk2,,Cloudera,L3,Airflow (ExternalTaskSensor),Daily 30 0 * * *,,P1,
513,Cloudera,,Dragon Ustk2,4,zpygdo00004_ustk2_star,Transform DBT,-,-,-,-,-,Done,Untested,NIO,NEED INPUT DBT L2 staging,dragon_ustk2,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 30 0 * * *,,P1,
514,Cloudera,,Dragon Ustk2,5,zpygdo00004_ustk2_cloudera,Transform DBT,-,-,-,-,-,Done,Untested,NIO,NEED INPUT DBT L2 staging Cloudera enhancement,dragon_ustk2,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 30 0 * * *,,P1,
515,Cloudera,,Dragon Ustk2,6,zpygdo00004_ustk2,Transform DBT,-,-,-,-,-,Done,Untested,NIO,NEED INPUT DBT final union model,dragon_ustk2,,Cloudera,L3,NEED INPUT (DBT/Dataform/BQ),Daily 30 0 * * *,,P1,
516,Cloudera,,Dragon Ustk2,7,finish,Dummy,-,-,-,-,-,SKIP,Untested,NIO,DummyOperator,dragon_ustk2,,Cloudera,L3,SKIP (Orchestration),Daily 30 0 * * *,,P1,
,,,PIPELINE | so2w_dragon | Daily 00 21 * * *,,,,,,,,,Pending,,,DAG converted. 22 SQL tasks + 43 PBI Cloud Run refresh scripts converted. SAP/RFC/Astranet ingest still pending.,so2w_dragon,,Cloudera,L3,,Daily 00 21 * * *,,P5,2026-04-25
517,Cloudera,,So2W Dragon,1,DummyOperator Orchestration (43 tasks),Dummy,-,-,-,-,-,SKIP,Untested,NIO,Grouped 43 tasks. Tidak perlu convert.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
518,Cloudera,,So2W Dragon,2,DummyOperator finish_* (4 tasks),Dummy (Finish gate),-,-,-,-,-,SKIP,Untested,NIO,Grouped 4 tasks. Tidak perlu convert.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
519,Cloudera,,So2W Dragon,3,DummyOperator SMW_* (disabled) (19 tasks),Dummy (SMW disabled),-,-,-,-,-,SKIP,Untested,NIO,Grouped 19 tasks. Tidak perlu convert.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
520,Cloudera,,So2W Dragon,4,Invalidate Metadata inv_* (79 tasks),Invalidate Metadata,-,-,-,-,-,SKIP,Untested,NIO,Grouped 79 tasks. Tidak perlu convert.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
521,Cloudera,,So2W Dragon,5,Compute Stats com_* (40 tasks),Compute Stats,-,-,-,-,-,SKIP,Untested,NIO,Grouped 40 tasks. Tidak perlu convert.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
522,Cloudera,,So2W Dragon,6,ExternalTaskSensor (21 tasks),Sensor/External,-,-,-,-,-,SKIP,Untested,NIO,Grouped 21 sensor tasks. Tetap di Cloud Composer.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
523,Cloudera,,So2W Dragon,7,sap_bsec,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh SAP RFC connector untuk GCP. Perlu koordinasi dengan tim SAP sebelum bisa di-ingest ke Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
524,Cloudera,,So2W Dragon,8,sap_bkpf,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh SAP RFC connector untuk GCP. Perlu koordinasi dengan tim SAP sebelum bisa di-ingest ke Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
525,Cloudera,,So2W Dragon,9,sap_bseg,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh SAP RFC connector untuk GCP. Perlu koordinasi dengan tim SAP sebelum bisa di-ingest ke Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
526,Cloudera,,So2W Dragon,10,sap_zpygf_ar_aging,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh SAP RFC connector untuk GCP. Perlu koordinasi dengan tim SAP sebelum bisa di-ingest ke Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
527,Cloudera,,So2W Dragon,11,astranet_virtualexhibitionsummary_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
528,Cloudera,,So2W Dragon,12,astranet_eventlive_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
529,Cloudera,,So2W Dragon,13,astranet_summarypdrb_mtm_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
530,Cloudera,,So2W Dragon,14,astranet_summarypdrb_qtq_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
531,Cloudera,,So2W Dragon,15,astranet_summarypdrb_yty_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
532,Cloudera,,So2W Dragon,16,astranet_pdrb_yty_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
533,Cloudera,,So2W Dragon,17,astranet_pdrb_tenagakerja_yty_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
534,Cloudera,,So2W Dragon,18,astranet_astranet_pdrb_qtq_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
535,Cloudera,,So2W Dragon,19,astranet_pdrb_mtm_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
536,Cloudera,,So2W Dragon,20,astranet_monitoringactivitygc_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
537,Cloudera,,So2W Dragon,21,astranet_masteractivity_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
538,Cloudera,,So2W Dragon,22,astranet_marketpricing_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
539,Cloudera,,So2W Dragon,23,astranet_incentive_tl_ol_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
540,Cloudera,,So2W Dragon,24,astranet_incentive_sf_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
541,Cloudera,,So2W Dragon,25,astranet_hunianberbintang_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
542,Cloudera,,So2W Dragon,26,astranet_hargakomoditas_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
543,Cloudera,,So2W Dragon,27,astranet_categorydatabps_file,Transform PySpark,-,-,-,-,-,SKIP,Untested,NIO,Butuh infrastruktur AstraNet file landing ke GCP (Cloud Storage + trigger) sebelum bisa diproses di Dataproc.,so2w_dragon,,Cloudera,L3,SKIP (DAG paused),Daily 00 21 * * *,,P5,
